frame__W5uGfeHb-jE__0012691.jpg,1507.5568,827.17395,-128.03448,1534.789,809.4371,-112.80613,1534.5996,808.6922,-112.73214,1534.5085,808.16144,-112.95495,1533.4413,805.59827,-174.01242,1532.6472,800.1066,-173.91272,1531.7351,794.6384,-174.12727,1514.0144,783.9877,13.861249,1510.2168,766.797,-246.95624,1476.1697,823.77313,-69.02704,1474.706,813.18634,-144.12108,1327.1841,729.26184,202.90602,1353.6349,756.5975,-357.41037,1119.8888,710.5831,300.09927,1115.7866,716.37177,-373.18768,1186.9573,841.1078,276.4251,1220.2609,909.3066,-385.29828,1225.6906,858.73285,289.813,1259.1918,965.30145,-451.44238,1251.3191,900.103,229.67853,1289.7924,955.72363,-416.34937,1236.4705,893.0388,246.32272,1269.9221,933.4592,-370.85727,866.4064,759.86475,188.85005,864.61017,788.90955,-187.95346,568.28094,798.82697,272.27582,544.0015,822.0115,-25.020939,301.3901,794.0734,438.14716,244.0476,798.3625,106.95399,259.78717,766.4242,451.53754,196.74133,761.52905,112.97827,244.46451,892.73615,394.19098,186.009,914.2853,0.7742244
Screenshot_2021-02-11_at_14.27.08.png,733.7733,1215.8953,-1012.5815,749.59454,1218.1246,-1068.3406,756.0944,1220.7272,-1068.1313,762.4488,1222.9723,-1068.5726,728.24176,1205.1279,-1068.5841,719.83795,1198.2456,-1068.0255,711.7586,1191.1542,-1067.7933,772.61664,1190.5986,-1109.2432,703.6256,1151.4691,-1123.7169,744.36597,1194.6149,-999.0117,725.38965,1178.9713,-1000.5659,864.52856,1084.3462,-855.78424,578.97266,1011.69934,-969.4669,986.1799,1030.6315,-634.46265,390.2945,1000.7298,-872.94324,1116.956,1143.3186,-707.40027,375.96765,1177.1417,-1023.5263,1164.9767,1156.1881,-811.029,347.42545,1205.5569,-1134.0745,1150.3137,1177.3247,-815.6362,377.05344,1224.3835,-1181.8036,1119.1442,1176.9259,-717.6398,399.48135,1217.5195,-1048.3824,916.6502,940.6182,-4.770243,799.37396,880.50684,5.594835,953.3065,965.0184,899.6061,760.28,854.89734,682.984,963.34296,877.2782,1694.2347,787.7517,886.051,1503.7717,960.7555,854.0514,1783.7579,786.2471,891.867,1605.8846,962.95026,888.3592,1868.2825,807.3206,916.9237,1684.9457
frame__topJ0ianBlQ__0018477.jpg,693.64825,812.9325,-31.597668,679.89124,801.3208,-65.82925,680.09503,799.49475,-65.89247,680.24097,797.4093,-66.02396,679.5641,799.51825,-19.5286,679.7108,796.8562,-19.52645,680.1603,794.0912,-19.866776,689.0942,778.7852,-146.76761,688.8316,775.4229,67.79148,711.005,806.9386,-54.474552,710.68335,806.5924,7.9224997,774.06976,788.8909,-228.28242,794.4686,745.7205,230.11171,778.72375,919.93317,-130.46571,796.58545,874.6245,296.33328,688.4639,888.07056,111.430885,691.5714,880.1231,304.80432,659.2095,896.18097,83.58698,658.94037,885.63806,319.61987,661.1167,871.1465,71.97639,656.39777,868.59985,320.06656,676.8385,863.45435,112.20866,666.96295,865.89966,300.47156,1021.06067,756.9855,-140.15102,1026.9954,735.192,140.42186,1173.7345,796.3422,-25.74272,1192.3204,795.6559,217.9218,1343.1202,810.3666,90.498825,1348.3113,822.2993,344.23712,1377.685,802.01215,99.748505,1379.3688,817.82965,353.61652,1340.9601,864.0096,65.75744,1359.5851,875.8109,326.09158
frame__S-cQ8SHmkNE__0008023.jpg,1271.1725,830.6336,-13.413812,1289.412,818.98065,10.741952,1289.1539,815.4609,10.955221,1288.9761,812.00055,10.771878,1290.4268,821.7744,-52.69258,1291.4408,819.4523,-52.71055,1292.305,817.10565,-53.00057,1278.5314,785.20465,114.539246,1282.0688,793.14825,-162.24023,1250.1707,817.54675,31.56906,1252.0315,816.8976,-46.91906,1168.0336,717.4696,295.15012,1179.7344,771.3234,-324.34848,1065.1565,676.4156,580.1036,1053.6975,771.4926,-666.4229,1098.0524,761.63794,835.0815,1123.9945,853.9125,-922.69116,1115.1385,774.09845,882.01245,1148.6483,869.69037,-976.98315,1124.3655,782.36255,839.6037,1164.4877,861.43317,-954.5587,1118.1565,781.4694,820.70337,1153.4164,856.40924,-914.47784,882.49945,739.47205,201.6622,878.28015,772.9161,-201.39069,673.3686,743.9092,312.5303,653.85565,786.4665,-119.31132,486.99405,738.9596,444.1029,454.55396,761.17413,-60.341347,447.1715,722.6545,449.62045,412.83218,740.97205,-61.626743,459.8219,814.6509,381.4662,428.48315,828.5687,-170.75072
frame__LMEb5jsIokU__0016481.jpg,616.98236,868.4864,-392.6002,599.1661,852.681,-426.35056,599.77246,848.05786,-426.17,600.4089,843.25885,-426.13232,597.45575,857.05884,-367.81097,596.6241,857.1123,-367.69223,595.9871,857.1862,-367.85272,613.7881,816.0087,-466.09647,606.12115,831.09467,-198.63142,640.9392,852.1369,-399.385,638.6945,860.65784,-321.21176,731.24725,805.5032,-527.2535,691.84705,796.9579,-5.1273103,792.3384,960.6728,-576.88245,731.0541,938.40344,-21.338583,638.5681,965.0261,-499.03073,616.18005,960.23303,-221.27173,595.18665,972.4756,-564.2517,578.40393,961.9877,-273.5476,590.7017,944.95856,-569.55835,575.39514,952.6987,-278.60043,608.48224,937.98047,-500.95447,594.01074,948.91266,-240.16054,1014.3402,800.8093,-167.62401,983.3767,794.0962,168.32162,1184.3419,859.3221,51.731907,1165.0438,841.7007,352.2166,1356.3285,843.2149,362.29034,1319.3778,843.5739,656.4503,1377.2141,820.8774,389.87286,1340.266,825.8775,682.0174,1425.027,910.22327,259.56396,1381.1237,910.0528,576.3967
frame__yu1UF7WSFE8__0000857.jpg,474.86783,780.40283,-174.09122,451.1811,757.6334,-209.82243,451.29712,751.17975,-209.6723,451.38553,744.3841,-209.99454,450.9415,764.46826,-148.68675,450.97897,763.8922,-148.5951,451.41025,763.2538,-148.80542,464.68878,711.06757,-237.40633,462.539,734.15393,38.771385,501.44635,763.14294,-172.55083,500.9887,773.4049,-92.13354,581.0746,723.4879,-338.81735,618.9564,664.23865,319.99,585.98596,931.68665,-363.78348,642.44464,840.9193,433.7684,430.78537,947.2575,-205.49364,474.5022,859.73694,439.68347,379.76703,959.3041,-280.19894,422.74802,859.123,458.529,380.30988,932.1856,-282.79102,415.53107,845.9655,450.2579,408.09128,920.90094,-204.11287,435.94144,844.36426,431.92853,966.1301,637.1224,-209.60509,968.7446,612.5194,209.92981,1233.6396,770.2409,-132.1689,1213.7788,748.17413,279.10406,1519.0493,839.8946,-46.909073,1460.9779,826.3393,426.94504,1578.2306,827.6645,-45.43563,1512.1179,819.8038,434.64722,1514.2638,959.57465,-164.64388,1477.6558,932.9172,364.3714
frame__ku3vgejAZ0g__0004878.jpg,1306.1124,808.7318,105.30775,1320.5138,789.76996,129.07944,1320.847,787.72327,129.2201,1321.3185,785.7444,128.86906,1318.2001,788.35046,71.41748,1316.7784,784.253,71.3841,1315.1041,780.1511,71.174706,1311.4572,765.06287,231.30893,1302.7295,757.8361,-16.523365,1291.5424,806.77234,154.09412,1288.523,802.4389,83.085815,1203.718,724.8804,400.75372,1241.2456,762.68933,-193.30461,1093.2786,764.3824,641.1215,1099.6128,824.9112,-444.9694,1158.2687,856.78925,847.1189,1150.3448,929.32324,-653.49036,1177.6074,872.3214,914.8211,1160.6642,952.39465,-699.34094,1195.5424,880.4807,867.93115,1181.5961,954.5823,-660.3487,1185.6282,879.5322,835.09436,1172.5793,948.42474,-635.08923,967.7329,823.6504,181.72496,988.8811,851.7866,-181.81128,761.52856,848.99866,198.51117,762.6209,929.0944,-213.44792,556.7941,841.138,239.8478,542.5676,912.53784,-240.28647,515.93256,825.76685,242.66719,501.94577,888.2566,-239.75066,526.9274,898.8099,202.25993,495.3986,984.7537,-308.80472
Screenshot_2021-02-11_at_15.24.01.png,819.45764,1062.5668,-709.4082,796.5036,1045.9626,-786.88007,797.9867,1041.1978,-786.7082,799.16516,1036.4348,-787.0495,794.86865,1041.1936,-708.5993,794.9014,1035.2504,-708.2463,795.04333,1030.0598,-708.94385,818.6514,976.6573,-926.26025,812.04565,975.5098,-576.74457,855.682,1032.7748,-735.9993,858.17615,1030.6394,-634.58154,1092.7782,859.08673,-911.66693,885.94196,855.0109,-303.12665,1378.4403,808.5474,-775.5068,1039.5475,836.1939,208.14154,1351.1598,1097.9169,-477.4026,1027.0347,1029.2701,498.64963,1355.1865,1144.3458,-518.7266,1010.927,1061.2311,462.01697,1306.492,1165.9995,-547.83154,1004.515,1069.7094,388.39252,1288.038,1148.3339,-487.055,1022.18665,1059.1929,466.53122,1508.2068,874.71704,-242.19638,1400.5845,875.28546,240.24324,1818.8047,919.55237,148.93489,1623.5946,779.9715,752.48334,2105.3708,875.7683,603.94696,1796.1052,639.5432,1266.4532,2144.3884,829.057,653.5789,1834.6008,588.8919,1321.022,2173.1567,1008.1058,593.21686,1830.3578,718.2109,1322.2798
frame__NTng60w9N7w__0002816.jpg,573.3409,819.0539,46.30839,554.4168,805.0941,5.4396257,553.76575,802.3085,5.520666,553.0379,799.26306,5.4825616,555.26843,804.35175,55.710136,555.30725,801.63086,55.606762,555.6194,798.8662,55.404083,558.5473,775.82355,-95.106735,560.97034,776.12415,135.61754,589.5084,810.26904,15.87423,590.1756,810.7148,83.45686,632.4641,783.17566,-195.31407,676.519,737.92053,280.3146,634.1944,920.9294,-105.91052,698.0658,847.3103,365.79922,559.7089,884.7041,162.46362,601.7737,857.84064,422.51923,531.9619,888.6164,141.16656,572.4062,862.089,450.5161,538.7143,866.94604,129.59421,566.0695,849.90656,452.1512,554.27136,862.115,164.43329,575.609,846.43463,422.11618,907.818,763.3529,-151.9867,920.06055,742.90106,152.18805,1108.6943,838.31757,-125.176575,1107.1951,806.5124,156.51228,1309.8483,867.0522,-111.9945,1296.8093,825.6887,207.84006,1350.2456,855.93066,-112.91478,1334.5391,814.58746,208.75482,1319.5061,936.77295,-170.53568,1321.3802,897.61285,173.5618
frame__48tN82L4nD0__0017116.jpg,1182.9043,1749.6768,-94.6448,1146.24,1725.1425,-162.5583,1145.5306,1717.2897,-162.58293,1144.7141,1709.0087,-162.97351,1145.6653,1731.0356,-61.163956,1144.8575,1728.2378,-61.089134,1144.5099,1725.4089,-61.453506,1158.1547,1662.5315,-274.20212,1155.2188,1685.1246,177.01892,1217.8823,1725.7206,-124.23286,1217.5577,1735.5002,6.9490833,1307.8077,1667.2593,-500.78326,1365.3942,1587.7504,559.9251,1296.4531,1967.6763,-467.45837,1358.8038,1859.4884,670.7474,1080.4614,1934.535,-167.57336,1120.9022,1879.4773,588.8594,1015.43677,1945.3342,-287.2833,1057.2793,1890.1409,594.68384,1015.50134,1900.1794,-324.68542,1044.1713,1848.5453,591.5064,1049.9885,1890.1843,-179.24814,1063.1243,1843.3823,575.4501,1769.746,1540.3206,-338.35657,1794.4618,1514.096,339.33264,2148.5493,1703.3665,-374.2452,2142.9016,1667.885,256.75385,2535.7437,1748.8779,-411.70642,2500.6558,1727.0436,405.19913,2622.523,1727.5674,-430.999,2579.1724,1715.5941,403.43002,2533.2715,1914.1769,-699.2564,2518.195,1891.4907,204.1299
